Order_No,Time_from_Pickup_to_Arrival
Order_No_20943,944.7462978494514
Order_No_6637,2187.1764262315482
Order_No_8746,1875.0071134292448
Order_No_24743,1000.9165914009936
Order_No_2582,794.4897874976014
Order_No_7320,1546.7161018378392
Order_No_1442,1113.289751430253
Order_No_14727,1373.8766718933184
Order_No_17899,3636.8434930137373
Order_No_1524,830.9043282615312
Order_No_6818,805.3952243285312
Order_No_17781,1662.6069444074965
Order_No_7137,2284.8948005686325
Order_No_19937,1469.7421668271272
Order_No_10644,2465.4348513688747
Order_No_4895,1038.6943307001275
Order_No_18469,1610.4666378651673
Order_No_25634,956.8680611217278
Order_No_17433,1384.0823185721456
Order_No_10002,1233.2330248487851
Order_No_2084,1226.1072582006673
Order_No_6547,1683.2894455706992
Order_No_20227,1978.9728285981473
Order_No_26743,1451.0360358265025
Order_No_23626,918.998617532794
Order_No_6264,1174.8347467373678
Order_No_25065,978.600627206557
Order_No_15571,1498.1020484401597
Order_No_7006,1699.7826659015118
Order_No_8493,931.2833204371491
Order_No_13101,1455.1213381139605
Order_No_18103,2565.9260207937623
Order_No_22056,3255.6550263391982
Order_No_15645,888.5006915347694
Order_No_24513,2785.1125237328015
Order_No_19560,2230.780069504639
Order_No_15401,1858.1672634083297
Order_No_25847,1866.1111912317501
Order_No_20531,1564.9180384914725
Order_No_15406,1358.6923539634226
Order_No_5441,2221.8469772650205
Order_No_21265,752.0203174189301
Order_No_14504,962.5645983751747
Order_No_19440,1449.2757643342775
Order_No_10036,905.0911794302447
Order_No_16688,796.2970441402285
Order_No_17866,1085.8206569536414
Order_No_4919,1247.100068449683
Order_No_21695,1690.6706911960791
Order_No_18446,1213.7389212183552
Order_No_25917,1808.0477304471424
Order_No_26241,1172.303402642443
Order_No_14894,1064.7236895867827
Order_No_25123,1330.1908880612318
Order_No_9519,1119.4352117978779
Order_No_7716,2318.459813225534
Order_No_13880,887.5094690823971
Order_No_20149,1281.3108468062637
Order_No_14625,1703.509702440344
Order_No_15393,1262.3507893642382
Order_No_24687,1564.3154360626722
Order_No_4460,2401.6185562946266
Order_No_17231,1565.737315793398
Order_No_17603,1172.734488605107
Order_No_9636,3046.230671861769
Order_No_8671,1899.2914761613574
Order_No_10440,3302.2569167523325
Order_No_13411,1050.0687615929564
Order_No_12245,1445.0320059268852
Order_No_5437,1271.3288129231223
Order_No_4673,818.4342489270348
Order_No_17264,1226.343738013231
Order_No_11078,2574.195570054413
Order_No_12601,1425.5338450791314
Order_No_24074,1018.8813458781151
Order_No_16708,1956.8413597771141
Order_No_7275,1110.2616997768273
Order_No_26606,935.153071418863
Order_No_7752,1205.2827509390845
Order_No_18766,1818.3435841982355
Order_No_22382,1183.899992710205
Order_No_10218,925.1507636240785
Order_No_5947,980.8666619459909
Order_No_27963,1412.7691341440368
Order_No_26902,2482.868608784149
Order_No_20237,3809.1418556147473
Order_No_17650,1285.7697452605062
Order_No_23578,1222.222006769909
Order_No_17908,1637.9449012400946
Order_No_28179,1625.3635300023598
Order_No_2797,1354.226609853671
Order_No_7666,1224.0445561854212
Order_No_18817,926.2278424283068
Order_No_23479,1149.3489900308778
Order_No_21596,810.2040436405587
Order_No_6034,1659.9490683239783
Order_No_16324,1561.0739287421457
Order_No_8459,2824.2371568453746
Order_No_2259,1970.1435679833157
Order_No_7761,1092.8344342873024
Order_No_485,3089.086874233959
Order_No_16477,766.7599023491857
Order_No_25519,819.3012258449526
Order_No_8527,1246.2902635111386
Order_No_3387,1557.4837349219524
Order_No_10968,741.7429404519135
Order_No_7706,920.2338685123759
Order_No_9495,2260.0036364005646
Order_No_22615,1236.2003591706743
Order_No_4705,1480.2491278699817
Order_No_5005,2656.862330386146
Order_No_13138,965.4480565532358
Order_No_7521,1311.7351896199907
Order_No_3506,1035.8084715170771
Order_No_20299,1331.75401610868
Order_No_2185,921.3502967001114
Order_No_4404,1783.456097487564
Order_No_2407,1769.0368345214665
Order_No_19565,655.5936732894843
Order_No_15642,1120.2418066960236
Order_No_3325,995.9015213651146
Order_No_13828,1232.5862893516678
Order_No_5408,1056.062383097953
Order_No_18293,1871.6828447389344
Order_No_3134,1527.6466932814728
Order_No_27130,1357.2128735276347
Order_No_10634,1450.2978957082669
Order_No_19169,1956.0085863026543
Order_No_7878,1565.1531567667553
Order_No_408,1540.2637559498107
Order_No_4593,1616.2731404083897
Order_No_24537,1299.698836604548
Order_No_13708,1309.6750448762396
Order_No_27574,1013.6899439384142
Order_No_19689,912.6222461322686
Order_No_3952,1465.5579174022132
Order_No_13618,1154.5852134418747
Order_No_8419,1991.1028407654958
Order_No_8267,2216.943931407004
Order_No_13982,1329.5798427004847
Order_No_25905,1704.3613318678326
Order_No_26914,1563.30252475226
Order_No_11275,1722.798701984546
Order_No_9035,893.7476814017646
Order_No_12298,1058.8323179267027
Order_No_15604,1133.1172550863048
Order_No_11561,2686.5095198299678
Order_No_6915,2616.7948978448912
Order_No_787,1072.373247100768
Order_No_16789,922.1650395015095
Order_No_2010,1239.867493700047
Order_No_4346,995.588747982627
Order_No_18434,1225.84407702108
Order_No_10914,1330.204645532256
Order_No_13245,1917.2105860430238
Order_No_4226,1430.1567763455823
Order_No_22994,1149.4427737459337
Order_No_21470,1098.7369656584706
Order_No_10602,1308.397107468525
Order_No_12473,1178.0598210154203
Order_No_3089,658.87868790629
Order_No_16311,1026.1701289904377
Order_No_20230,1050.1613128071622
Order_No_20503,1512.2991856297958
Order_No_23723,1562.581511226228
Order_No_22686,1128.9342441056287
Order_No_5603,2386.3840600580224
Order_No_20865,1360.8476008880316
Order_No_477,1251.2938727156143
Order_No_758,1815.2563212299574
Order_No_3131,1171.9786061358027
Order_No_19204,1541.0345130739297
Order_No_13107,1348.6956666027181
Order_No_16615,1437.15637558233
Order_No_18760,2459.619385328253
Order_No_3717,1033.2450167189527
Order_No_18780,4325.5767956527925
Order_No_20006,1587.2168929416875
Order_No_20964,1625.91856973806
Order_No_17862,1369.6553148704697
Order_No_20692,1147.255768838775
Order_No_12600,1061.8592896052287
Order_No_17346,1224.5049662166348
Order_No_20637,1233.6480119638436
Order_No_13464,1623.6189784419475
Order_No_24137,1443.5946199104947
Order_No_11890,1343.356740768446
Order_No_4849,1098.9725120055082
Order_No_19166,959.3631662801781
Order_No_5090,1329.620522408899
Order_No_22667,3216.001008261075
Order_No_10013,1243.0887760859332
Order_No_5312,1300.9867652935209
Order_No_12647,1684.4757192446195
Order_No_4531,1898.1727778161585
Order_No_25154,2271.877792669242
Order_No_27474,1302.800771206661
Order_No_22284,1232.3611677397348
Order_No_21038,1639.8011688847982
Order_No_1478,1128.5712202859577
Order_No_1778,818.0342084662843
Order_No_6090,1011.7927293744142
Order_No_10804,1275.2340368109362
Order_No_12635,1235.6733176804264
Order_No_26373,2251.014249328342
Order_No_13826,1116.7797607174653
Order_No_25002,2472.222043036374
Order_No_13476,2401.3948685958967
Order_No_15354,3034.524718771376
Order_No_27213,2269.781966397808
Order_No_1528,1245.1226523211444
Order_No_25804,1458.190125018482
Order_No_24174,1611.162482476073
Order_No_8486,1277.6430266389943
Order_No_20053,2923.4862245601253
Order_No_4826,961.3061778621486
Order_No_15603,1373.661792558014
Order_No_14025,2635.7746836990336
Order_No_5126,1633.8523004227172
Order_No_3004,1177.5065437840094
Order_No_26889,2010.66106521451
Order_No_9584,1082.3408746333662
Order_No_3371,994.4341132764821
Order_No_19000,1079.2041511051866
Order_No_12324,1088.5563964635076
Order_No_7606,1267.8239852383558
Order_No_19615,949.0969906239843
Order_No_6109,1894.6560232386182
Order_No_21769,1202.674392865636
Order_No_5752,2280.6044252126158
Order_No_20446,2102.1693198621288
Order_No_27852,1046.9330196556693
Order_No_25389,1941.5321640679394
Order_No_19829,1563.0022059666444
Order_No_23786,873.1545365111378
Order_No_15169,805.2204902928206
Order_No_249,1963.2885512903886
Order_No_25321,1355.0753402075934
Order_No_705,1852.9510139319173
Order_No_15362,1879.9112718761462
Order_No_20568,1300.688689377006
Order_No_8880,918.1863774306767
Order_No_4696,1809.1187111981562
Order_No_23705,1468.9450080342867
Order_No_24969,2736.660283905374
Order_No_851,1158.5958165674456
Order_No_8270,1513.557394700656
Order_No_17232,1237.7308834222713
Order_No_25403,1133.1425158296988
Order_No_14244,994.0104624001178
Order_No_1087,1335.486469957963
Order_No_13886,1493.0397800711726
Order_No_15753,956.4632519446968
Order_No_25429,1023.7881227201215
Order_No_4418,1026.850330980138
Order_No_27061,1081.0687658509632
Order_No_20312,1316.5637514235787
Order_No_2631,1308.187060314507
Order_No_19946,1150.9259441869872
Order_No_25487,1952.7941702408207
Order_No_11046,1258.8317570517756
Order_No_18266,1998.643203674692
Order_No_10355,1183.2348072771056
Order_No_7047,948.6538487509533
Order_No_3378,1442.3573372831816
Order_No_19636,1654.2561182768259
Order_No_2188,1426.113880151861
Order_No_12457,2457.635851213796
Order_No_25632,1915.2148040236352
Order_No_15397,1671.4141110219498
Order_No_12942,1407.3377667659079
Order_No_7659,962.854251237557
Order_No_5136,1881.9099314799241
Order_No_27403,1245.2328686057372
Order_No_27298,1543.3623720177784
Order_No_15242,1076.0622191857838
Order_No_24493,1416.9516300243558
Order_No_5864,1603.5836749639784
Order_No_26089,1664.1671628376498
Order_No_8707,3064.287539366065
Order_No_2462,1571.263265579364
Order_No_28085,1721.9395887742357
Order_No_18378,998.3069013229833
Order_No_3736,2124.4412875995695
Order_No_9807,1746.092989657147
Order_No_17178,777.1462667641317
Order_No_25080,1489.2961824520098
Order_No_16836,1868.8773467428546
Order_No_2445,1088.6889550777123
Order_No_4972,3044.873601527732
Order_No_4043,1204.653748082601
Order_No_13261,1264.5716005616996
Order_No_16034,2367.4483000690598
Order_No_18210,2488.0776112689855
Order_No_21444,2803.4584922608337
Order_No_16124,2229.9464811773796
Order_No_3671,1252.1701620929016
Order_No_4446,1837.255587310945
Order_No_26938,2292.787438366431
Order_No_423,1768.44402159343
Order_No_21509,1120.1707421569881
Order_No_956,1336.0705152253795
Order_No_18925,1331.245968545707
Order_No_808,1505.8391332073807
Order_No_9274,1585.0368229864616
Order_No_18034,1172.3694825383645
Order_No_17429,4193.328794603483
Order_No_24003,1057.5823909842875
Order_No_17059,1229.1635214095804
Order_No_4859,1305.6238549476766
Order_No_9699,1637.3818046350789
Order_No_19707,2451.656989896095
Order_No_26202,1076.4089363755702
Order_No_14624,1340.6883388034403
Order_No_3607,1022.0998922336148
Order_No_28157,3339.3746296772733
Order_No_3955,3173.9615336052375
Order_No_10544,1464.414562788079
Order_No_10618,1586.0806946043376
Order_No_6105,1335.4543265258326
Order_No_4598,2195.6810648323444
Order_No_20261,955.2683280906931
Order_No_9394,1611.9825461859
Order_No_5124,1226.3855937975386
Order_No_27368,1634.6722414789037
Order_No_21836,2338.6564690506566
Order_No_25151,783.7011216313258
Order_No_7379,1304.0536632143921
Order_No_14474,1655.9001827643442
Order_No_17775,2045.486948191632
Order_No_18968,3172.421384482106
Order_No_27720,1742.0042938971746
Order_No_27209,1763.9150358258485
Order_No_27782,1228.0260897684784
Order_No_22741,1114.1242723826435
Order_No_17267,920.5074544081799
Order_No_6433,811.2303698511823
Order_No_1952,1416.1277742611273
Order_No_27350,2519.7093412225295
Order_No_28186,1568.4453106786532
Order_No_21926,992.5071902758646
Order_No_23037,2325.8980225435516
Order_No_26812,1299.505310726534
Order_No_2829,1934.3447820095826
Order_No_20831,1187.895772104137
Order_No_2611,1248.9186450366906
Order_No_20079,2178.9505865598185
Order_No_15061,1790.8405533030236
Order_No_17464,1565.0442581267562
Order_No_9645,1189.652904089642
Order_No_22479,1317.5954829276889
Order_No_11426,1334.1175997240207
Order_No_21164,1526.1290420869336
Order_No_13890,2554.3447650901435
Order_No_6104,936.0942388669791
Order_No_25623,1543.7523136495656
Order_No_24515,790.5897320318327
Order_No_9559,1552.7752261039932
Order_No_11111,1472.0174245045491
Order_No_26271,1431.1066087109357
Order_No_23498,894.517173565022
Order_No_23951,1586.882124678319
Order_No_4271,814.4444748075039
Order_No_7480,1537.1564525680587
Order_No_19392,706.9056219840568
Order_No_3300,1639.7715728152616
Order_No_28071,954.5269121311794
Order_No_3818,2219.0530673214816
Order_No_23333,1045.333088342879
Order_No_18030,1972.7467023812278
Order_No_5089,2687.2225234266807
Order_No_960,3028.6623825557035
Order_No_16084,1434.207882085895
Order_No_16541,2025.1741021616472
Order_No_26564,2827.30153424311
Order_No_25614,680.4318222340517
Order_No_3404,1254.402418067948
Order_No_23897,1808.8603434494435
Order_No_17922,1884.3599605573108
Order_No_25137,1773.8587164531345
Order_No_3150,2059.5671880400478
Order_No_13043,1322.750984841019
Order_No_12908,1013.4443060384874
Order_No_10676,1860.7485591030636
Order_No_1138,1119.345061948843
Order_No_5792,1434.170841562991
Order_No_2976,901.5721993721236
Order_No_17272,2479.0861952608466
Order_No_14079,992.8848195495666
Order_No_3992,1654.3876221593746
Order_No_19421,2690.889066192278
Order_No_5618,1106.2298863863325
Order_No_2272,2683.41643525751
Order_No_6706,2133.2273401892817
Order_No_18861,1232.427828207772
Order_No_17002,1330.0403659314616
Order_No_18842,1162.544430819311
Order_No_26043,1717.2462397178242
Order_No_28132,1987.900325319737
Order_No_23456,1200.131640286978
Order_No_23185,1359.6374193640222
Order_No_11474,1246.5857085692842
Order_No_18074,786.5016018508031
Order_No_27162,2131.3450167091723
Order_No_15738,1343.2038736454633
Order_No_6404,1212.8201442104546
Order_No_13105,1798.3694080868736
Order_No_21547,2450.802766043933
Order_No_21908,1857.1141746894064
Order_No_13597,1644.8833991074134
Order_No_5758,1468.9652502737226
Order_No_17137,1326.7148038587547
Order_No_11754,904.524424425792
Order_No_2798,943.5983415492374
Order_No_22911,1878.8960610500362
Order_No_21275,1184.0422287613183
Order_No_23244,1227.1595568983248
Order_No_17688,1636.7349023680435
Order_No_16726,1966.9442296551788
Order_No_5440,1972.4270190492243
Order_No_9126,1682.9106230394682
Order_No_8492,1531.7052257000832
Order_No_3178,1561.1801670434797
Order_No_351,1514.0278209984172
Order_No_27706,1373.760937316285
Order_No_26393,3204.0722165875923
Order_No_26208,866.8932401293932
Order_No_25228,1389.5944355843822
Order_No_18093,896.7895806186789
Order_No_15056,1462.3562517344835
Order_No_3473,1448.2174957590832
Order_No_9990,2128.5187374923407
Order_No_15229,1495.88379338933
Order_No_15434,1577.6921889480218
Order_No_28051,1428.3806612391418
Order_No_11033,1220.446895548128
Order_No_12231,1064.047401275653
Order_No_7788,1400.448701992027
Order_No_22250,1019.9188741185426
Order_No_3913,1270.5327014389113
Order_No_7355,1379.4258412989366
Order_No_20029,2914.991027815304
Order_No_8638,1964.955061935907
Order_No_3163,1546.3708900563288
Order_No_15415,906.0775090086972
Order_No_123,1279.1790243257055
Order_No_18232,790.2973926655977
Order_No_16766,1477.9033793203707
Order_No_5479,1313.2239656453094
Order_No_26771,1433.4831693097512
Order_No_5471,1727.2497259307202
Order_No_11008,1630.4034258446482
Order_No_28097,2947.5941435491404
Order_No_26305,2621.5780188735225
Order_No_20066,808.6645177313185
Order_No_6469,2058.2819152459415
Order_No_15953,2351.8115909346016
Order_No_27590,1748.9313921827415
Order_No_25842,3409.7003932279695
Order_No_27972,1574.7091428984131
Order_No_19061,2266.130206870228
Order_No_24018,1192.2734970097736
Order_No_13444,2104.914583637612
Order_No_24745,1062.6879018922991
Order_No_21703,910.1202695177199
Order_No_3345,2172.687423439187
Order_No_22778,2014.312108509046
Order_No_1005,1008.9708955183596
Order_No_1907,760.8233620336105
Order_No_18986,1196.4372924452546
Order_No_16804,3101.4835053793868
Order_No_16645,1045.4496640601355
Order_No_2492,1248.2416198343271
Order_No_22473,1393.1322174511588
Order_No_24116,1344.4617029808505
Order_No_22728,1115.0428497914327
Order_No_11247,2333.4339239439796
Order_No_16421,1817.6249372946913
Order_No_14054,924.3603060656023
Order_No_14138,2040.5753550071313
Order_No_17663,766.5687661776683
Order_No_23127,728.683495479163
Order_No_27616,1577.6622464320099
Order_No_18708,800.859221036706
Order_No_16003,1092.284241290814
Order_No_5112,1479.4531684331523
Order_No_21934,1958.6619972824774
Order_No_19078,2001.7508808593848
Order_No_28037,2026.818277070386
Order_No_19935,1977.651868385925
Order_No_2054,1995.188233076522
Order_No_13818,1933.2554253273702
Order_No_25544,903.4354496393062
Order_No_23883,1025.330730248228
Order_No_12679,796.3452888167667
Order_No_370,1563.5188437409743
Order_No_26924,1225.5360251020393
Order_No_20025,766.4809774705936
Order_No_16253,1454.0472219325602
Order_No_10106,815.4101734495125
Order_No_14705,1031.521370249946
Order_No_17259,1141.5365537852558
Order_No_19863,758.8498324218526
Order_No_11703,2461.0173550047475
Order_No_22225,1219.4386466259602
Order_No_24916,1410.708757510678
Order_No_10865,1003.9300979879554
Order_No_21548,2025.6689693872104
Order_No_15568,1332.502302979985
Order_No_2576,2173.2192712832402
Order_No_5044,1705.3149920734286
Order_No_12137,2438.122809841654
Order_No_11505,1629.442229974993
Order_No_13771,1123.6234572337344
Order_No_13340,1400.4489853846899
Order_No_23750,1810.2139375663755
Order_No_20152,2519.1452834640295
Order_No_25885,732.1692014356013
Order_No_10538,1578.005491462718
Order_No_20196,816.196328342463
Order_No_19063,1584.5013569475777
Order_No_16971,1871.571992839461
Order_No_17280,1688.908268760053
Order_No_25203,1228.4442682102526
Order_No_5881,696.8425241072327
Order_No_27370,2886.9638139058734
Order_No_14017,1110.5235693111172
Order_No_17179,1409.4152787139683
Order_No_27312,1359.631949653849
Order_No_3547,1227.5517562369787
Order_No_2378,2568.4764914207044
Order_No_14924,2308.2997119524152
Order_No_8451,2180.042216861555
Order_No_2396,1606.4570280576008
Order_No_25012,794.2201014138845
Order_No_17764,1295.3291680769253
Order_No_21748,2218.724072287936
Order_No_2243,1667.188075256403
Order_No_26426,1100.8263824862079
Order_No_325,994.9137249320629
Order_No_4128,1459.8283043406336
Order_No_6816,1677.2480581340424
Order_No_27981,1244.6098980929455
Order_No_782,1136.5593898286315
Order_No_2689,2350.7667337307867
Order_No_439,1951.8981197859466
Order_No_14970,984.9229776178618
Order_No_14617,1221.3663881972534
Order_No_7231,1453.870560534211
Order_No_19297,1447.6405600545258
Order_No_12278,1733.0786397326956
Order_No_428,928.0309076027697
Order_No_26997,834.6492576972887
Order_No_24543,971.8649998669716
Order_No_21103,2326.45862554045
Order_No_12071,1578.8479092093257
Order_No_26071,1066.476985906993
Order_No_8691,1339.0235080590865
Order_No_2459,791.233012888566
Order_No_23948,2265.018465556568
Order_No_26497,3169.2091984669314
Order_No_14399,1976.4176037282668
Order_No_16141,1360.7464484331285
Order_No_27262,1057.0634505200942
Order_No_16155,1866.7329092877262
Order_No_20051,1300.3104078584147
Order_No_19896,1305.9917622256617
Order_No_7516,1916.7556011093693
Order_No_25412,925.3496797377011
Order_No_2316,829.2193361900936
Order_No_11803,1287.8477191772472
Order_No_393,2801.5105101569134
Order_No_24380,1204.4155288305192
Order_No_10408,1029.9466773943932
Order_No_14274,1418.381260508737
Order_No_12127,1236.150187437357
Order_No_22267,1297.796046231233
Order_No_26744,1226.285095881496
Order_No_22556,1438.074066814479
Order_No_17147,2202.907696303919
Order_No_24492,2574.191138502756
Order_No_12472,1440.0708369863205
Order_No_5627,1285.5147106127843
Order_No_23241,2439.0747635750304
Order_No_5649,2224.034925233158
Order_No_2813,2195.858291550576
Order_No_4707,1889.7100968214218
Order_No_13011,3541.3271058410755
Order_No_22756,1400.4597197717158
Order_No_26516,1653.8332751282578
Order_No_16705,1242.7665848819015
Order_No_2956,3581.5616358334373
Order_No_16470,673.1376550463829
Order_No_25823,2267.5687774743783
Order_No_1120,1573.5353121784283
Order_No_9472,922.9056261872392
Order_No_4738,983.6270676924978
Order_No_1646,1664.62228258112
Order_No_3403,2190.90081924299
Order_No_21860,1511.2949824933676
Order_No_10956,1238.512232629917
Order_No_4483,1575.5066863594984
Order_No_27709,1711.802928701647
Order_No_26691,1901.6770526634937
Order_No_11298,1506.069439251347
Order_No_1512,2028.0124250769804
Order_No_6688,2287.7109441158245
Order_No_25064,1219.2922742243172
Order_No_5561,1469.778172561033
Order_No_23135,1758.9090499736049
Order_No_8576,1085.649296455289
Order_No_21704,1783.9582511089684
Order_No_20477,1627.8432182387915
Order_No_1545,2683.8816051473405
Order_No_20906,999.6710289875409
Order_No_24020,1355.3054416569357
Order_No_24370,1526.1264030661405
Order_No_20661,1415.6000867372495
Order_No_21931,1047.5590930015896
Order_No_13974,1050.1030766099357
Order_No_3596,1782.1581398443886
Order_No_15641,2721.650386830079
Order_No_19516,1302.3998175237284
Order_No_1710,1234.7487196874135
Order_No_23409,1030.02060312072
Order_No_27531,1300.028744929703
Order_No_23959,1630.383416948127
Order_No_22921,2222.5384314160838
Order_No_11965,982.0825081526418
Order_No_22719,2540.9042394563658
Order_No_14163,1686.5270753718069
Order_No_16685,768.8142953550196
Order_No_7089,1112.7415341254964
Order_No_27287,924.8890226230433
Order_No_23638,2653.1314498640277
Order_No_2311,958.8241896565014
Order_No_12857,1026.4305686445005
Order_No_22426,1456.2245460876584
Order_No_4369,880.6668884912942
Order_No_19862,1088.240674648412
Order_No_26276,1087.0779724949825
Order_No_21521,1327.273803361968
Order_No_11146,1678.4996731456122
Order_No_8494,1690.6952235602512
Order_No_10290,1408.0942120635227
Order_No_9194,1397.1226181718957
Order_No_18388,1451.285459390543
Order_No_22698,2250.294573301675
Order_No_3732,1370.58499365452
Order_No_22279,1983.4842324733836
Order_No_10823,1596.2025984439242
Order_No_22665,1972.8027321664995
Order_No_24423,1175.6186502850906
Order_No_10575,1187.4273647035589
Order_No_17929,1329.5727183751296
Order_No_18193,699.4060258746322
Order_No_3339,912.9008884955692
Order_No_5125,1258.5592095938046
Order_No_5240,773.9925499584424
Order_No_12661,1339.6353153657765
Order_No_27670,1380.1180870517055
Order_No_13765,2077.0053533936734
Order_No_26762,1455.638877407313
Order_No_1279,1298.3447093622744
Order_No_22127,1279.3128484872286
Order_No_19844,1505.46118005881
Order_No_2107,1356.153007951456
Order_No_14172,989.8749389116274
Order_No_27975,2720.928974140843
Order_No_15048,1366.7370956188024
Order_No_25721,1437.4937253078242
Order_No_27392,1305.2436323510701
Order_No_26035,1085.9414613007757
Order_No_2215,1854.3045973879998
Order_No_21802,1062.2066921185542
Order_No_17287,1125.0131834600033
Order_No_22110,1442.6054699718297
Order_No_10589,2683.2102000203886
Order_No_8568,2541.5878522258063
Order_No_13201,1151.0947013261757
Order_No_1802,1701.778574371412
Order_No_20759,1708.2728293631371
Order_No_26224,1359.3518843177735
Order_No_11459,1471.406707926828
Order_No_1642,1866.90486503164
Order_No_7741,1234.4582548074977
Order_No_12425,1921.2341693720155
Order_No_25211,1864.748443977267
Order_No_14127,1544.5505663537915
Order_No_9971,931.9879149413391
Order_No_14312,1244.1386168704485
Order_No_17304,1970.1435679833157
Order_No_26983,932.5055641216895
Order_No_8367,1498.715270218374
Order_No_22482,1738.8474665285758
Order_No_20487,1559.2459945751325
